,target,feature,weight
736,O,+1:word.lower():makanan,0.352065
737,O,word[-3:]:mal,0.351445
738,O,-1:word.lower():goldman,0.351345
739,O,word[-3:]:sai,0.350862
740,O,word.lower():perisai,0.350862
741,O,word.lower():4in1,0.35049
742,O,word[:3]:4in,0.35049
743,O,-1:word.lower():o2m,0.350457
744,O,+1:word.lower():peach,0.350391
745,O,word[:3]:gif,0.35037
746,O,-1:word.lower():seher,0.350094
747,O,word[:3]:Wat,0.34987
748,O,word[:3]:Rem,0.349761
749,O,word[-3:]:lti,0.34946
750,O,-1:word.lower():laptop,0.349089
751,O,word.lower():/,0.348347
752,O,word[-3:]:/,0.348347
753,O,word[:3]:/,0.348347
754,O,word[-3:]:ell,0.348252
755,O,word.lower():digital,0.348193
756,O,word.lower():stretch,0.348044
757,O,word[:3]:Dew,0.347779
758,O,word[:3]:len,0.347369
759,O,word[:3]:RAM,0.347243
760,O,word.lower():terbatas,0.347243
761,O,+1:word.lower():color,0.346714
762,O,word[:3]:bua,0.346539
763,O,-1:word.lower():dv,0.346424
764,O,word.lower():video,0.346235
765,O,word[-3:]:deo,0.346235
766,O,word[:3]:Vid,0.346235
767,O,-1:word.lower():kuning,0.345846
768,O,word[:3]:Sol,0.345669
769,O,word[:3]:Ong,0.345579
770,O,+1:word.lower():berry,0.345576
771,O,-1:word.lower():pocky,0.345576
772,O,+1:word.lower():keluarga,0.345412
773,O,word[:3]:sel,0.345197
774,O,word.lower():tokomuda,0.344434
775,O,+1:word.lower():composite,0.344434
776,O,-1:word.lower():led,0.343701
777,O,+1:word.lower():a8-7410,0.34363
778,O,-1:word.lower():bx801d,0.34363
779,O,-1:word.lower():charging,0.343479
780,O,-1:word.lower():pilot,0.343411
781,O,word.lower():tf,0.342881
782,O,word.lower():900,0.342853
783,O,word[:3]:NEW,0.342598
784,O,word[-3:]:NEW,0.342598
785,O,word[:3]:Ide,0.342567
786,O,-1:word.lower():color,0.342367
787,O,-1:word.lower():ld,0.342094
788,O,+1:word.lower():cool,0.341703
789,O,word.lower():soon,0.341703
790,O,word[-3:]:BAL,0.341626
791,O,word[:3]:Bah,0.341396
792,O,+1:word.lower():amp,0.34127
793,O,+1:word.lower():wall-to-wall,0.34068
794,O,word.lower():screen,0.340475
795,O,-1:word.lower():twin,0.340428
796,O,word.lower():core,0.340182
797,O,word[:3]:bia,0.340166
798,O,word[-3:]:utk,0.33971
799,O,word.lower():utk,0.33971
800,O,word[:3]:utk,0.33971
801,O,word.lower():lucu,0.339688
802,O,-1:word.lower():messenger,0.339597
803,O,-1:word.lower():bag,0.339465
804,O,word.lower():madu,0.339271
805,O,+1:word.lower():sata,0.33888
806,O,+1:word.lower():pouch.,0.338772
807,O,-1:word.lower():cute!free,0.338772
808,O,word.lower():varian,0.3387
809,O,word.lower():refill,0.338615
810,O,+1:word.lower():cairan,0.338615
811,O,+1:word.lower():warna:,0.33859
812,O,-1:word.lower():r40g,0.338564
813,O,word.lower():multifunction,0.338512
814,O,+1:word.lower():0,0.338255
815,O,-1:word.lower():excellent,0.338178
816,O,word.lower():mode,0.338025
817,O,-1:word.lower():hd,0.337981
818,O,word[:3]:ISI,0.337941
819,O,word[-3:]:ISI,0.337941
820,O,+1:word.lower():anda,0.337615
821,O,word.lower():lte,0.337241
822,O,word.lower():tranquility,0.337167
823,O,word.lower():promo.........,0.337036
824,O,word.lower():kartu,0.336998
825,O,-1:word.lower():hot,0.336974
826,O,word[:3]:cle,0.336866
827,O,-1:word.lower():stiker,0.336756
828,O,+1:word.lower():silver/gold,0.336617
829,O,word.lower():ori,0.336427
830,O,+1:word.lower():8,0.336406
831,O,word.lower():classical,0.336334
832,O,word[:3]:Nom,0.336321
833,O,word.lower():omg!,0.336289
834,O,word[-3:]:MG!,0.336289
835,O,word[:3]:OMG,0.336289
836,O,word.lower():studio,0.336176
837,O,word[-3:]:DIO,0.336176
838,O,word[-3:]:igh,0.336052
839,O,+1:word.lower():anti-shake,0.33531
840,O,word[:3]:2in,0.33521
841,O,word.lower():peta,0.334903
842,O,word.lower():unggulan,0.3347
843,O,+1:word.lower():nestle,0.33429
844,O,word[:3]:seg,0.334207
845,O,word.lower():face,0.333554
846,O,-1:word.lower():kickstand,0.333529
847,O,word[-3:]:ady,0.333381
848,O,word[-3:]:orn,0.333001
849,O,word[:3]:TC,0.332971
850,O,word[-3:]:TC,0.332971
851,O,word.lower():tc,0.332971
852,O,word[-3:]:IAL,0.332909
853,O,word[-3:]:bar,0.332827
854,O,+1:word.lower():800,0.332824
855,O,word[:3]:GO,0.332707
856,O,word[-3:]:GO,0.332707
857,O,+1:word.lower():home,0.332619
858,O,+1:word.lower():dipakai,0.332385
859,O,-1:word.lower():screwdriver,0.332147
860,O,+1:word.lower():elektronik,0.332147
861,O,word[-3:]:pis,0.332119
862,O,word[:3]:Gur,0.331785
863,O,+1:word.lower():garut,0.331785
864,O,word.lower():guratgarut,0.331785
865,O,+1:word.lower():6-12,0.331524
866,O,word[-3:]:aya,0.331265
867,O,-1:word.lower():perisai,0.331178
868,O,-1:word.lower():electronic,0.330865
869,O,word.lower():hot,0.330856
870,O,+1:word.lower():20170822,0.330843
871,O,+1:word.lower():creamy,0.330774
872,O,+1:word.lower():shipping,0.329468
873,O,-1:word.lower():bebas,0.329333
874,O,-1:word.lower():flower,0.328946
875,O,+1:word.lower():pia,0.328876
876,O,word.lower():ultimate,0.328802
877,O,word.lower():excellent,0.328791
878,O,-1:word.lower():senior/superior,0.328632
879,O,+1:word.lower():classifiers,0.32856
880,O,-1:word.lower():advanced,0.328442
881,O,word[:3]:Ber,0.328362
882,O,word.lower():warna:,0.328314
883,O,word[-3:]:na:,0.328314
884,O,word[:3]:Sor,0.328045
885,O,word.lower():sorak-sorai,0.328045
886,O,word.lower():engkol,0.327754
887,O,word[-3:]:kol,0.327754
888,O,word[-3:]:Buy,0.327685
889,O,word[:3]:Buy,0.327685
890,O,word.lower():buy,0.327685
891,O,-1:word.lower():card,0.327289
892,O,-1:word.lower():walk,0.327284
893,O,word[:3]:Sog,0.32714
894,O,word.lower():soga,0.32714
895,O,"-1:word.lower():14""",0.3271
896,O,+1:word.lower():bergaransi,0.327092
897,O,-1:word.lower():aluminium,0.327033
898,O,word[:3]:dre,0.326928
899,O,-1:word.lower():classic,0.326782
900,O,-1:word.lower():dust,0.326685
901,O,-1:word.lower():koleksi,0.326656
902,O,word[-3:]:ian,0.326525
903,O,+1:word.lower():sc-rt-244g-tgl-sgw-komb,0.326506
904,O,word.lower():autobike,0.32633
905,O,+1:word.lower():wolverine,0.32633
906,O,word[:3]:Nma,0.326224
907,O,-1:word.lower():xl,0.325954
908,O,word[:3]:4pc,0.325885
909,O,word[-3:]:4pc,0.325885
910,O,word.lower():4pc,0.325885
911,O,word.lower():large,0.325787
912,O,-1:word.lower():rally,0.325787
913,O,-1:word.lower():cute,0.325776
914,O,word.lower():braket,0.325493
915,O,-1:word.lower():t705,0.32543
916,O,+1:word.lower():[free,0.32543
917,O,-1:word.lower():autograph,0.32513
918,O,-1:word.lower():battery,0.325114
919,O,word[-3:]:1,0.324913
920,O,word.lower():1,0.324913
921,O,word[:3]:1,0.324913
922,O,word[:3]:SET,0.324781
923,O,word.lower():5pcs,0.324623
924,O,word.lower():sekolah,0.324335
925,O,word[:3]:OBR,0.323725
926,O,word[-3:]:TAP,0.323698
927,O,word.lower():mantap,0.323698
928,O,+1:word.lower():walk,0.323695
929,O,word.lower():mencegah,0.323671
930,O,+1:word.lower():braket,0.323605
931,O,-1:postag:SC,0.323515
932,O,word[-3:]:in1,0.323189
933,O,-1:word.lower():bolt,0.323065
934,O,+1:word.lower():rompi,0.323053
935,O,word.lower():nvidia,0.322967
936,O,word.lower():pabrik,0.322909
937,O,word[:3]:Pab,0.322909
938,O,+1:word.lower():apar,0.322909
939,O,word.lower():inter,0.322901
940,O,-1:word.lower():transformer,0.322901
941,O,-1:word.lower():pensil,0.322898
942,O,word.lower():up,0.322267
943,O,+1:word.lower():cantik,0.322122
944,O,+1:word.lower():lenovo,0.322052
945,O,+1:word.lower():ringan,0.322023
946,O,word[:3]:Hig,0.321982
947,O,word[:3]:+,0.321974
948,O,word.lower():+,0.321974
949,O,word[-3:]:+,0.321974
950,O,word[-3:]:LIN,0.321969
951,O,word.lower():maskulin,0.321969
952,O,+1:word.lower():hold,0.321709
953,O,-1:word.lower():infused,0.32158
954,O,-1:word.lower():blue,0.321557
955,O,word.lower():kw,0.321423
956,O,word[-3:]:KW,0.321423
957,O,word[:3]:KW,0.321423
958,O,word[:3]:Ita,0.321338
959,O,word[-3:]:aly,0.321338
960,O,word.lower():italy,0.321338
961,O,word[:3]:Dou,0.321216
962,O,word[:3]:yan,0.321177
963,O,+1:word.lower():kita,0.321088
964,O,+1:word.lower():produk,0.320863
965,O,-1:word.lower():kucing,0.320527
966,O,word[:3]:mod,0.320124
967,O,+1:word.lower():saus,0.320087
968,O,+1:word.lower():per,0.319541
969,O,word.lower():praktis,0.319192
970,O,-1:word.lower():code,0.319176
971,O,+1:word.lower():portable,0.319174
972,O,word[:3]:Del,0.319032
973,O,word[-3:]:oto,0.318987
974,O,+1:word.lower():m,0.318912
975,O,+1:word.lower():variasi,0.318897
976,O,-1:word.lower():prosumer,0.318781
977,O,word[-3:]:ack,0.31852
978,O,-1:word.lower():stickers,0.318122
979,O,word.lower():multi-function,0.318062
980,O,word[-3:]:oke,0.317919
981,O,+1:word.lower():eos,0.317913
982,O,word[-3:]:079,0.317826
983,O,word.lower():delivery],0.317679
984,O,word[-3:]:ry],0.317679
985,O,-1:word.lower():ex51,0.317511
986,O,word.lower():/competibel,0.317348
987,O,word[:3]:/co,0.317348
988,O,word.lower():gamers,0.317302
989,O,-1:word.lower():coklat,0.317271
990,O,word[:3]:[Ci,0.317236
991,O,word[-3:]:us],0.317236
992,O,word.lower():[citrus],0.317236
993,O,-1:word.lower():grosir,0.317227
994,O,word.lower():kerja/kuliah/main/mall/travelling,0.316857
995,O,word.lower():cool,0.316296
996,O,-1:word.lower():soon,0.316296
997,O,word.lower():ampuh,0.316286
998,O,word[-3:]:nny,0.316255
999,O,word[-3:]:bur,0.316171
1000,O,word.lower():penyubur,0.316171
1001,O,word.lower():print,0.31611
1002,O,word[-3:]:16),0.315888
1003,O,-1:word.lower():keramik,0.315737
1004,O,word[:3]:FRE,0.315619
1005,O,word[:3]:KOR,0.31555
1006,O,word.lower():dummy,0.315325
1007,O,word[:3]:Ben,0.315125
1008,O,word[-3:]:2.1,0.315022
1009,O,word[:3]:V2.,0.315022
1010,O,+1:word.lower():t820,0.315022
1011,O,word.lower():v2.1,0.315022
1012,O,word[:3]:RAN,0.314908
1013,O,word.lower():alami,0.314779
1014,O,word[-3:]:HSO,0.314668
1015,O,word[:3]:HJO,0.314668
1016,O,"word.lower():hjo,hbo,hso",0.314668
1017,O,word[:3]:Bat,0.314461
1018,O,word[:3]:646,0.314193
1019,O,word[:3]:M9,0.314113
1020,O,word[-3:]:M9,0.314113
1021,O,word.lower():m9,0.314113
1022,O,postag:OD,0.314059
1023,O,word.lower():amp,0.31404
1024,O,word.lower():karbu,0.313729
1025,O,word[-3:]:rbu,0.313729
1026,O,-1:word.lower():tiens,0.313626
1027,O,word.lower():psm,0.313404
1028,O,word[:3]:PSM,0.313404
1029,O,word[-3:]:PSM,0.313404
1030,O,word.lower():dari,0.313366
1031,O,word[-3:]:TTE,0.313318
1032,O,word.lower():kapasitas,0.313294
1033,O,word.lower():part,0.313168
1034,O,-1:word.lower():man,0.31261
1035,O,+1:word.lower():soothing,0.312522
1036,O,word.lower():spiderweb,0.312049
1037,O,word[-3:]:web,0.312049
1038,O,+1:word.lower():clutch,0.312049
1039,O,word.lower():9900mah,0.311758
1040,O,+1:word.lower():seragam,0.311669
1041,O,word[-3:]:BIT,0.311669
1042,O,"word.lower():type=""focal",0.311666
1043,O,+1:word.lower():3,0.311609
1044,O,word[-3:]:cc,0.311604
1045,O,word.lower():cc,0.311604
1046,O,word[:3]:cc,0.311604
1047,O,word[:3]:Usi,0.311579
1048,O,+1:word.lower():1-6,0.311579
1049,O,+1:word.lower():salib,0.31123
1050,O,+1:word.lower():abs,0.310982
1051,O,word.lower():kit,0.31098
1052,O,"word[-3:]:si,",0.310857
1053,O,"word.lower():multifungsi,",0.310857
1054,O,word[-3:]:!!!,0.310716
1055,O,word[:3]:Kli,0.310418
1056,O,-1:word.lower():zinger,0.31039
1057,O,word.lower():infused,0.31039
1058,O,word.lower():termurah01,0.310286
1059,O,word[-3:]:h01,0.310286
1060,O,word.lower():cleaning,0.310083
1061,O,-1:word.lower():pelangsing,0.310036
1062,O,-1:word.lower():travel,0.30986
1063,O,word[:3]:pcs,0.309805
1064,O,word.lower():32gb,0.309688
1065,O,word[:3]:32G,0.309688
1066,O,+1:word.lower():t-shirt,0.309116
1067,O,word[-3:]:eta,0.308902
1068,O,+1:word.lower():armrest,0.3089
1069,O,word.lower():skeleton,0.308827
1070,O,word[-3:]:nes,0.308767
1071,O,word[-3:]:bok,0.308728
1072,O,-1:word.lower():nvidia,0.308634
1073,O,word[-3:]:rdi,0.308595
1074,O,-1:word.lower():pashmina,0.308595
1075,O,word.lower():cardi,0.308595
1076,O,word.lower():max,0.308583
1077,O,word.lower():foto,0.308575
1078,O,word[:3]:Aud,0.308286
1079,O,+1:word.lower():pieces,0.308074
1080,O,-1:postag:FW,0.308068
1081,O,word[:3]:all,0.308046
1082,O,word.lower():terbaik,0.307572
1083,O,word[-3:]:aik,0.307572
1084,O,word[:3]:Tun,0.307556
1085,O,+1:word.lower():sj4000,0.307365
1086,O,word[:3]:ker,0.307152
1087,O,word[:3]:MER,0.30643
1088,O,-1:word.lower():belakang,0.306323
1089,O,word[:3]:Tan,0.306321
1090,O,+1:word.lower():hari,0.306182
1091,O,+1:word.lower():180x200x20,0.306122
1092,O,-1:word.lower():20gr,0.305953
1093,O,word[:3]:8MP,0.305581
1094,O,word.lower():8mp,0.305581
1095,O,-1:word.lower():durable,0.305554
1096,O,-1:word.lower():fitting,0.305528
1097,O,word[:3]:mou,0.305473
1098,O,+1:word.lower():sht,0.30547
1099,O,-1:word.lower():gratis,0.305343
1100,O,-1:word.lower():ori,0.305176
1101,O,word[-3:]:ted,0.30517
1102,O,-1:word.lower():teether,0.305051
1103,O,word.lower():grape,0.305051
1104,O,word[:3]:Lok,0.304748
1105,O,-1:word.lower():ibanez,0.304748
1106,O,+1:word.lower():lcd,0.30468
1107,O,-1:word.lower():variasi,0.304527
1108,O,word[-3:]:ngi,0.304413
1109,O,+1:word.lower():headwrap,0.304394
1110,O,+1:word.lower():graphics,0.304316
1111,O,-1:word.lower():xp-pen,0.304316
1112,O,word[-3:]:80P,0.304316
1113,O,word[:3]:tul,0.304304
1114,O,-1:word.lower():muslim,0.3041
1115,O,+1:word.lower():delay,0.30377
1116,O,word[:3]:Any,0.303713
1117,O,-1:word.lower():rotan,0.303713
1118,O,word.lower():anyaman,0.303713
1119,O,word[:3]:KAP,0.303474
1120,O,word[-3:]:FOR,0.303247
1121,O,word[-3:]:uat,0.303146
1122,O,word[:3]:par,0.30307
1123,O,+1:word.lower():saxophone,0.303031
1124,O,word[:3]:Tes,0.302745
1125,O,-1:word.lower():pc,0.302702
1126,O,word.lower():<,0.302623
1127,O,word[-3:]:<,0.302623
1128,O,word[:3]:<,0.302623
1129,O,word.lower():minimal,0.302202
1130,O,+1:word.lower():warna,0.302194
1131,O,-1:word.lower():ayunan,0.301978
1132,O,-1:word.lower():support,0.30187
1133,O,+1:word.lower():vacuum,0.301721
1134,O,word[:3]:GRO,0.301712
1135,O,word[-3:]:OLL,0.30144
1136,O,word.lower():colors,0.301378
1137,O,-1:word.lower():gtx960m,0.301329
1138,O,word.lower():shell,0.301279
1139,O,word[-3:]:10T,0.301131
1140,O,+1:stopword,0.301086
1141,O,-1:word.lower():stnk,0.300786
1142,O,word[:3]:Fot,0.300743
1143,O,word.lower():blok,0.300658
1144,O,+1:word.lower():bore,0.300658
1145,O,word[-3:]:2pc,0.300553
1146,O,-1:word.lower():kuliah,0.3005
1147,O,-1:word.lower():praktis,0.300283
1148,O,+1:word.lower():grafik,0.300149
1149,O,-1:word.lower():erlangga,0.300149
1150,O,+1:word.lower():spesial,0.299909
1151,O,-1:word.lower():aoc,0.299546
1152,O,"+1:word.lower():15,6""",0.299546
1153,O,+1:word.lower():girl,0.299161
1154,O,word[-3:]:Dan,0.298792
1155,O,-1:word.lower():elektronik,0.298666
1156,O,word.lower():linier,0.298634
1157,O,-1:word.lower():t10,0.29846
1158,O,-1:word.lower():kitty,0.298447
1159,O,+1:word.lower():support,0.298368
1160,O,+1:word.lower():multi-function,0.29823
1161,O,+1:word.lower():compact,0.298039
1162,O,word.lower():berkendara,0.297733
1163,O,word[:3]:imp,0.297549
1164,O,word.lower():krenyes,0.297337
1165,O,+1:word.lower():tr01,0.297259
1166,O,word[:3]:EXC,0.297126
1167,O,-1:postag:CD,0.297001
1168,O,+1:word.lower():breket,0.296605
1169,O,+1:word.lower():dv,0.296434
1170,O,+1:word.lower():nota,0.295746
1171,O,word[-3:]:wah,0.295638
1172,O,-1:word.lower():[pakaian,0.295565
1173,O,word[:3]:Key,0.295229
1174,O,+1:word.lower():hp,0.295133
1175,O,word[:3]:Cre,0.295131
1176,O,-1:word.lower():thailand,0.295089
1177,O,word.lower():buku,0.294923
1178,O,+1:word.lower():bantal,0.294683
1179,O,word[:3]:Tas,0.29463
1180,O,word.lower():sangat,0.294539
1181,O,-1:word.lower():peta,0.294468
1182,O,word.lower():goddess,0.294348
1183,O,word[:3]:GOD,0.294348
1184,O,+1:word.lower():edge,0.294278
1185,O,+1:word.lower():todder,0.294221
1186,O,word[:3]:Vis,0.293881
1187,O,"-1:word.lower():hjo,hbo,hso",0.293763
1188,O,word[:3]:KHU,0.293463
1189,O,-1:word.lower():ramuan,0.293316
1190,O,word[:3]:Liv,0.293282
1191,O,word[-3:]:IGH,0.293204
1192,O,word[:3]:HIG,0.293204
1193,O,-1:word.lower():ayam,0.293027
1194,O,word[-3:]:ak),0.293008
1195,O,+1:word.lower():diamond,0.292791
1196,O,word[:3]:Web,0.292722
1197,O,word.lower():webbing,0.292722
1198,O,word[:3]:Bed,0.292533
1199,O,-1:word.lower():usb,0.292249
1200,O,+1:word.lower():jbl,0.292167
1201,O,word.lower():otomatis,0.29213
1202,O,word.lower():2912a,0.29205
1203,O,word[-3:]:12A,0.29205
1204,O,word[-3:]:hun,0.291883
1205,O,word[-3:]:rge,0.291867
1206,O,+1:word.lower():buntung,0.291864
1207,O,-1:word.lower():culture,0.291686
1208,O,-1:word.lower():port,0.291555
1209,O,word[-3:]:Cat,0.291336
1210,O,-1:word.lower():matte,0.291194
1211,O,word.lower():strap,0.291104
1212,O,word.lower():selling,0.291043
1213,O,word.lower():mould,0.290983
1214,O,-1:word.lower():/jelly,0.290983
1215,O,word[-3:]:uld,0.290983
1216,O,word.lower():dust,0.29098
1217,O,word.lower():a8-7410,0.290385
1218,O,word[-3:]:410,0.290385
1219,O,word[:3]:A8-,0.290385
1220,O,word[-3:]:ean,0.290213
1221,O,word[:3]:LEN,0.290178
1222,O,word[:3]:JB5,0.290013
1223,O,word[-3:]:JB5,0.290013
1224,O,word.lower():jb5,0.290013
1225,O,+1:word.lower():elastic,0.289869
1226,O,-1:word.lower():amateur,0.289844
1227,O,word.lower():senior/superior,0.289844
1228,O,word[:3]:bah,0.289804
1229,O,word.lower():pilot,0.289776
1230,O,+1:word.lower():vanilla,0.289747
1231,O,word[:3]:STU,0.289532
1232,O,-1:word.lower():release,0.289531
1233,O,word.lower():trigger,0.289531
1234,O,word.lower():pulse,0.289314
1235,O,word[-3:]:lse,0.289314
1236,O,word[:3]:EMP,0.28925
1237,O,word.lower():emp005,0.28925
1238,O,word[-3:]:828,0.288758
1239,O,word.lower():fs4828,0.288758
1240,O,word[:3]:FS4,0.288758
1241,O,word.lower():gift,0.288555
1242,O,+1:word.lower():tembak,0.288201
1243,O,+1:word.lower():tabung,0.288147
1244,O,word.lower():panas,0.287954
1245,O,word.lower():to,0.287936
1246,O,word[-3:]:kal,0.287517
1247,O,word[:3]:[XB,0.286964
1248,O,word.lower():[xbox],0.286964
1249,O,word[-3:]:OX],0.286964
1250,O,-1:word.lower():19v,0.286729
1251,O,"word[-3:]:SB,",0.286566
1252,O,word.lower():rainbow,0.286509
1253,O,word[:3]:Rai,0.286509
1254,O,word.lower():pekalongan,0.286398
1255,O,word[:3]:Pek,0.286398
1256,O,word[:3]:Kak,0.286167
1257,O,word[-3:]:017,0.286078
1258,O,word.lower():2017,0.286078
1259,O,word[-3:]:ION,0.286052
1260,O,word[:3]:12p,0.286029
1261,O,-1:word.lower():targaryen,0.285626
1262,O,-1:word.lower():hotwheels,0.285518
1263,O,"word[-3:]:nd,",0.285473
1264,O,"word.lower():brand,",0.285473
1265,O,word[-3:]:BAT,0.285444
1266,O,word[-3:]:POM,0.285332
1267,O,word[:3]:[pa,0.285114
1268,O,word.lower():[pakaian,0.285114
1269,O,-1:word.lower():infant,0.28502
1270,O,word.lower():d.emon,0.285015
1271,O,word[:3]:D.E,0.285015
1272,O,-1:word.lower():4100mah,0.284744
1273,O,word[:3]:Gri,0.284664
1274,O,+1:word.lower():timbangan,0.284608
1275,O,word[:3]:LIM,0.284608
1276,O,"-1:word.lower():type=""type>baterai",0.284593
1277,O,word[:3]:Jok,0.28459
1278,O,-1:word.lower():progress,0.284487
1279,O,-1:word.lower():coztanza,0.284283
1280,O,word.lower():chromafilm,0.284283
1281,O,+1:word.lower():[western,0.284265
1282,O,-1:word.lower():enema,0.284175
1283,O,+1:word.lower():roast,0.284175
1284,O,word[:3]:ben,0.284095
1285,O,-1:word.lower():inter,0.283892
1286,O,-1:word.lower():kolam,0.283889
1287,O,+1:word.lower():couple,0.283804
1288,O,-1:word.lower():charger,0.283715
1289,O,-1:word.lower():v2,0.283687
1290,O,+1:word.lower():logo,0.283536
1291,O,word[-3:]:nta,0.283455
1292,O,+1:word.lower():stok,0.283144
1293,O,+1:word.lower():durable,0.283118
1294,O,-1:word.lower():front,0.282912
1295,O,+1:word.lower():u.s.a,0.282833
1296,O,word[:3]:in,0.282784
1297,O,word[-3:]:in,0.282784
1298,O,word.lower():(garansi,0.282582
1299,O,word.lower():komplit,0.282581
1300,O,word.lower():armrest,0.28255
1301,O,word.lower():battery,0.282297
1302,O,+1:word.lower():blak,0.282198
1303,O,-1:word.lower():mi5,0.282198
1304,O,+1:word.lower():skincare,0.282191
1305,O,word.lower():(2types),0.282191
1306,O,word[-3:]:es),0.282191
1307,O,word[:3]:(2t,0.282191
1308,O,+1:word.lower():hd,0.282106
1309,O,-1:word.lower():999.9,0.281903
1310,O,word.lower():sertifikat,0.281903
1311,O,+1:word.lower():konektor,0.281803
1312,O,word.lower():/kucing,0.281791
1313,O,-1:word.lower():burung,0.281791
1314,O,word[:3]:/Ku,0.281791
1315,O,+1:word.lower():kitten,0.281791
1316,O,-1:word.lower():kapsul,0.281774
1317,O,word.lower():water,0.281727
1318,O,word[-3:]:VAL,0.281657
1319,O,word[:3]:ARR,0.281657
1320,O,word.lower():arrival,0.281657
1321,O,+1:word.lower():kafe,0.281655
1322,O,word[:3]:(20,0.281655
1323,O,word[:3]:Eng,0.28155
1324,O,+1:word.lower():penghangat,0.281507
1325,O,word[:3]:Lar,0.281493
1326,O,-1:word.lower():12,0.281313
1327,O,word.lower():slim,0.281139
1328,O,+1:word.lower():simpati,0.280896
1329,O,word.lower():konektor,0.280859
1330,O,word[-3:]:EST,0.280733
1331,O,word[:3]:Ref,0.280669
1332,O,word[:3]:Clu,0.280375
1333,O,word.lower():cell,0.280335
1334,O,-1:word.lower():films,0.280335
1335,O,+1:word.lower():kaligrafi,0.280094
1336,O,word[:3]:Onl,0.280094
1337,O,word.lower():online,0.280094
1338,O,-1:word.lower():souvenir,0.280094
1339,O,-1:word.lower():infra,0.28003
1340,O,+1:word.lower():intenso,0.280027
1341,O,word[:3]:Tin,0.279934
1342,O,-1:word.lower():moisturizer,0.2799
1343,O,word.lower():kuliah,0.279777
1344,O,-1:word.lower():red,0.279603
1345,O,word.lower():flashlight,0.279563
1346,O,word[-3:]:gle,0.27955
1347,O,word[-3:]:INI,0.279267
1348,O,+1:word.lower():stm,0.279156
1349,O,-1:word.lower():22mm,0.279156
1350,O,word[:3]:mem,0.278976
1351,O,+1:word.lower():gamers,0.278858
1352,O,word.lower():nutrilon,0.278633
1353,O,+1:word.lower():royal,0.278633
1354,O,word.lower():banten,0.278598
